seconds,connectivity,block:block_bio_backmerge,block:block_dirty_buffer,block:block_getrq,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,ipi:ipi_raise,irq:softirq_entry,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmem_cache_alloc,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,page-faults,pagemap:mm_lru_insertion,qdisc:qdisc_dequeue,random:get_random_bytes,random:urandom_read,rpm:rpm_resume,rpm:rpm_suspend,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,tcp:tcp_probe,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written,label
5.010573219,1,5,5,3,2,0,18,592418,9,2,2942,5455,1,24061,7074,1511,308,1524,252,158,2890,1123,241,12,47,225,14,393,38,129,11,116,604,140,3,1,0,26,1,1,2,2,3,14.0
5.010495827,1,5,5,3,2,0,8,580743,3,2,709,5056,1,23337,3951,907,281,920,252,10,1649,689,205,7,45,124,16,226,25,23,0,79,392,80,1,3,6,21,1,1,1,0,2,1.0
5.010153478,1,0,0,0,0,0,13,590334,14,0,2239,5567,0,22686,6812,1430,247,1434,126,126,2744,1033,193,16,44,189,12,320,24,77,0,74,590,127,1,0,0,27,0,1,0,0,1,14.0
5.010391374,1,0,0,1,1,8,27,355038,349,0,2109,4191,0,17431,8683,3713,2480,3722,189,7,3281,1073,231,13,44,135,14,1246,35,862,0,19,387,79,1,1,0,25,0,1,1,1,2,4.0
5.01062733,1,0,0,0,0,0,9,630366,2,0,1741,5974,0,19626,6958,1297,105,1311,126,5,2542,951,177,11,45,106,12,202,34,28,0,71,531,67,1,0,0,27,0,1,0,0,1,9.0
5.010919615,1,5,5,2,1,0,9,230634,341,2,2071,3857,1,16002,2015,2127,2013,2138,0,9,87,9,223,0,5,132,16,1029,32,663,0,11,327,84,1,0,0,5,0,1,0,0,1,8.0
5.010366395,1,0,0,0,0,2,53,299246,529,0,2654,4872,0,17624,6902,2893,1837,2891,126,115,2640,898,389,13,44,278,12,951,33,299,0,17,520,126,1,0,0,265,0,1,0,0,1,3.0
5.009809063,1,0,0,0,0,0,2,662772,3,0,2863,4902,0,23248,2954,434,84,461,0,4,890,263,211,4,5,121,10,225,21,13,0,80,364,65,1,0,0,9,0,1,0,0,1,1.0
5.010623367,1,0,0,0,0,0,15,230195,339,0,2059,3870,0,15901,1888,2129,2014,2142,0,5,26,5,219,1,5,131,12,937,32,570,0,11,328,76,1,0,0,3,0,1,0,0,1,5.0
5.01627916,1,0,0,0,0,0,12,242083,342,0,569,4100,0,16448,5524,2859,2057,3194,0,5,1756,563,219,8,33,127,11,1028,26,660,0,10,326,72,1,0,0,25,0,1,0,0,1,6.0
5.010622853,1,0,0,0,0,0,27,282477,336,0,1937,4135,0,16171,4695,2924,2161,2944,126,4,1639,699,219,7,44,125,9,1028,26,668,0,10,329,75,1,0,0,20,0,1,0,0,1,6.0
5.011343879,1,0,0,0,0,0,17,271305,343,0,609,4113,0,16354,4993,2960,2303,2961,63,5,1656,698,223,8,45,129,11,1044,37,674,0,11,336,69,1,0,0,23,0,1,0,0,1,6.0
5.01048512,1,5,5,2,1,4,42,324267,506,2,2260,4401,1,16468,1980,1780,1542,1772,126,9,39,5,387,0,6,215,15,825,39,208,0,11,362,81,1,0,0,252,1,1,0,0,1,3.0
5.013708667,1,5,5,2,1,0,8,269009,346,2,2044,4097,1,16784,5563,2693,2176,2706,63,8,1685,406,235,6,6,137,13,959,36,578,0,20,351,78,1,0,0,15,0,1,0,0,1,5.0
5.010326429,1,0,0,1,1,0,8,567318,3,0,1718,4886,0,23674,6330,1317,359,1339,189,7,2513,952,209,11,46,124,13,237,37,31,0,87,387,72,1,3,6,25,0,1,1,0,2,1.0
5.025963069,1,0,0,0,0,0,2,582779,16,0,578,5401,0,23549,2797,265,140,268,63,5,798,139,223,2,6,129,12,248,31,26,0,87,384,66,1,0,0,5,0,1,0,0,1,14.0
5.010942037,1,9,427,2,1,2,12,633415,99,56,1714,6588,1,24801,10348,1934,159,1929,0,9,4061,1257,361,24,5,290,15,566,81,14,16,132,607,83,2,0,0,491,6,1,0,0,1,11.0
5.010502541,1,0,0,0,0,0,15,549248,7,0,2926,5092,0,23539,6409,1429,239,1420,126,5,2754,1032,211,15,44,123,12,232,23,23,0,76,359,78,1,0,0,26,0,1,0,0,1,14.0
5.012198549,1,0,0,0,0,0,30,275041,339,0,2100,4246,0,16415,6665,3307,2365,3321,63,4,2525,956,217,11,44,128,9,938,27,577,0,10,344,75,1,0,0,25,0,1,0,0,1,5.0
5.010686881,1,5,5,3,2,6,90,314956,509,2,2409,4544,1,16825,4787,2592,1626,2586,252,11,1631,693,393,8,45,222,16,839,36,216,0,13,384,89,3,1,0,262,1,1,2,2,3,3.0
5.011273869,1,0,0,0,0,0,24,265821,338,0,622,4157,0,16525,6777,3293,2491,3331,189,5,2536,961,217,11,44,130,12,1031,28,670,0,10,349,78,1,0,0,25,0,1,0,0,1,6.0
5.010365562,1,9,427,8,3,0,11,582285,94,56,706,6348,1,24534,9648,1794,94,1789,0,130,3685,1169,299,24,5,277,17,511,77,80,14,94,712,154,3,5,9,490,6,1,4,3,2,11.0
5.010130284,1,0,0,0,0,0,7,626118,3,0,2539,5695,0,20497,6223,1046,225,1082,63,5,2361,815,181,9,44,112,12,203,29,27,0,83,559,66,1,0,0,24,0,1,0,0,1,9.0
5.010173245,1,0,0,0,0,0,54,318810,506,0,2340,4515,0,16715,4685,2576,1752,2577,189,4,1629,688,387,7,44,213,10,830,33,216,0,11,353,69,1,0,0,264,0,1,0,0,1,3.0
5.010456412,1,0,0,0,0,0,7,578716,2,0,2583,4671,0,23369,3288,472,84,480,0,70,906,255,207,4,6,158,12,257,31,27,0,80,448,96,1,0,0,7,0,1,0,0,1,13.0
5.010519801,1,5,5,3,2,0,3,608740,2,2,1637,5991,1,19857,3764,460,83,468,0,11,920,274,175,4,5,109,16,187,21,11,0,70,562,80,3,1,0,6,1,1,2,2,3,9.0
5.010364128,1,0,0,0,0,0,19,267331,343,0,538,4098,0,16753,5445,2657,2233,2661,63,4,1674,377,227,6,6,129,9,1036,29,662,0,18,339,72,1,0,0,8,0,1,0,0,1,6.0
5.010407312,1,0,0,0,0,0,22,277836,341,0,2087,4018,0,16191,4032,2516,2043,2520,0,5,921,267,221,4,6,128,12,939,36,570,0,11,333,78,1,0,0,10,0,1,0,0,1,5.0
5.010597303,1,6,6,3,2,0,17,580859,2,2,1291,4819,1,23539,7800,1619,562,1463,441,11,3205,1165,203,16,45,125,17,228,35,28,0,80,405,86,1,6,6,29,1,1,1,0,2,1.0
5.010802779,1,0,0,0,0,0,8,583800,4,0,609,6200,0,24006,6774,1254,170,1401,63,5,2885,905,217,11,135,126,12,238,21,26,0,86,584,70,1,0,0,25,0,1,0,0,1,12.0
5.010637499,1,0,0,0,0,0,4,582765,3,0,2844,4822,0,23299,4265,934,219,640,63,5,1723,676,205,8,16,124,11,225,23,21,0,78,387,70,1,0,0,11,0,1,0,0,1,1.0
5.010293129,1,9,390,2,1,0,17,609213,102,50,2759,6398,1,22978,13760,2933,688,2930,189,9,6020,2104,336,32,48,242,16,483,95,55,30,133,581,83,2,0,0,469,4,1,0,0,1,11.0
5.010360583,1,0,0,0,0,0,3,562304,2,0,1427,4533,0,22469,2781,485,141,465,63,5,889,320,31,4,6,37,12,46,25,16,0,14,227,65,1,0,0,59,0,1,0,0,1,10.0
5.00993636,1,0,0,0,0,0,9,590197,5,0,472,6123,0,23282,4252,880,219,813,0,5,1552,668,209,7,138,122,12,237,36,29,0,81,587,59,1,5,5,16,0,1,1,0,2,12.0
5.010186789,1,6,5,7,2,0,7,615659,3,2,2856,4757,1,23597,2578,237,78,249,0,19,761,132,217,2,6,136,18,233,24,19,0,88,412,96,3,2,5,5,1,1,3,2,3,1.0
5.010593072,1,5,5,2,1,0,5,294467,333,2,1930,4017,1,16206,3939,2596,2183,2600,0,9,915,261,215,5,6,133,16,1022,29,663,0,12,333,74,1,0,0,10,0,1,0,0,1,7.0
5.010149732,1,0,0,0,0,12,15,359209,363,0,1994,3718,0,16415,2302,2341,2185,2335,0,5,57,5,241,0,6,138,11,1264,35,849,0,13,355,73,1,0,0,4,0,1,0,0,1,4.0
5.010184018,1,0,0,0,0,0,13,305790,508,0,2123,4851,0,17116,3461,2035,1799,2030,63,113,760,131,395,2,6,276,10,923,35,259,0,18,487,121,1,0,0,253,0,1,0,0,1,2.0
5.010443289,1,5,5,3,2,8,75,319103,509,2,2117,4503,1,16674,3820,2159,1619,2145,63,11,967,267,389,4,5,216,16,827,30,205,0,11,375,88,3,1,0,253,1,1,2,2,3,3.0
5.010531916,1,0,0,0,0,0,10,627052,2,0,2486,5988,0,19455,3912,464,83,471,0,5,912,266,179,4,5,107,11,194,28,15,0,73,543,67,1,0,0,11,0,1,0,0,1,9.0
5.010761413,1,0,0,0,0,0,7,565584,3,0,2684,6209,0,19918,3761,455,84,459,0,5,915,271,179,4,5,111,12,192,21,11,0,71,561,65,1,0,0,7,0,1,0,0,1,9.0
5.010198177,1,0,0,2,1,0,4,638500,3,0,2409,5260,0,18414,1458,66,7,76,0,9,31,5,169,0,5,104,14,181,20,10,0,71,499,67,1,3,7,2,0,1,1,0,2,13.0
5.010561161,1,9,427,2,1,0,29,593110,89,57,1629,6528,1,24305,12212,2617,679,2514,504,8,5445,1875,301,30,44,232,13,450,79,20,18,106,575,78,2,0,0,498,5,1,0,0,1,11.0
5.009727801,1,0,0,0,0,4,56,327390,523,0,2265,4496,0,16839,3979,2130,1745,2150,0,5,891,268,399,4,5,217,12,850,38,208,0,10,366,70,1,0,0,259,0,1,0,0,1,3.0
5.014288369,1,0,0,0,0,2,3,524118,2,0,2961,4644,0,22493,2850,486,15,473,0,5,885,309,21,4,5,32,12,36,28,14,0,10,232,70,1,0,0,62,0,1,0,0,1,10.0
5.01067627,1,5,5,2,1,0,5,623747,2,2,2863,6153,1,22279,4349,925,226,924,63,113,1636,687,195,7,131,180,13,314,30,86,0,79,699,118,1,0,0,15,0,1,0,0,1,12.0
5.011072977,1,6,6,2,1,0,9,285601,337,2,1955,4163,1,16494,6784,3433,2410,3439,0,9,2520,960,209,11,44,126,15,1022,28,670,0,10,349,82,1,0,0,28,0,1,0,0,1,7.0
5.010005239,1,0,0,0,0,0,8,655347,8,0,2432,6448,0,23327,3412,1934,1535,1973,1323,5,930,1733,205,4,98,124,12,223,28,11,0,79,586,62,1,0,0,13,0,1,0,0,1,8.0
5.019323416,1,0,0,4,1,0,10,636079,13,0,2456,4882,0,23241,6276,1203,297,944,63,13,2645,846,205,13,16,126,12,233,23,31,0,85,392,79,1,3,9,9,0,1,1,0,2,13.0
5.016927647,1,5,5,2,1,0,6,287517,336,2,1998,4069,1,16271,4075,2616,2199,2667,0,9,948,292,213,5,5,128,16,1025,33,664,0,11,343,76,1,0,0,10,0,1,0,0,1,7.0
5.020328577,1,0,0,1,1,0,4,284418,334,0,1848,4007,0,16135,3432,2749,2320,2404,0,7,913,459,211,3,44,125,13,1026,30,670,0,10,325,71,1,1,0,12,0,1,1,1,2,7.0
5.010694545,1,5,5,2,1,0,7,594579,3,2,553,5109,1,23471,3287,470,22,472,0,9,930,265,209,4,6,126,16,226,31,16,0,81,365,68,1,0,0,9,1,1,0,0,1,13.0
5.010488102,1,0,0,0,0,0,14,272782,334,0,2144,4079,0,16087,4625,2924,2288,2936,0,5,1634,694,219,7,44,127,12,935,27,577,0,10,336,72,1,0,0,17,0,1,0,0,1,5.0
5.012367018,1,5,5,2,1,13,18,361240,335,2,2228,3637,1,16354,3976,2669,2176,2690,63,9,898,258,219,4,5,131,16,1196,24,833,0,10,367,86,1,5,5,8,1,1,1,0,2,8.0
5.010418403,1,9,427,3,2,0,29,589746,87,56,1874,6412,1,24542,12957,2718,431,2723,126,11,5635,1914,304,31,44,237,17,455,78,21,18,103,584,86,3,6,5,504,6,1,3,2,3,11.0
5.010065672,1,0,0,0,0,0,15,648464,3,0,2493,5731,0,19813,5422,627,28,642,63,5,1656,379,183,6,5,113,11,200,29,20,0,79,551,70,1,0,0,13,0,1,0,0,1,9.0
5.010993087,1,9,426,2,1,2,24,625364,128,55,2472,6363,1,25172,10401,1867,229,1873,126,115,4182,1210,369,26,5,334,15,633,89,74,16,121,723,134,2,0,0,481,5,1,0,0,1,11.0
5.010299739,1,5,5,4,2,0,12,610592,2,2,2862,6277,1,23594,6394,1295,169,1303,126,12,2491,945,209,11,136,126,16,234,34,28,0,85,592,85,1,3,7,26,1,1,1,0,2,12.0
5.009751892,1,0,0,0,0,0,4,605631,3,0,2904,5858,0,23958,7679,1451,303,1474,126,5,3218,1057,207,13,135,124,12,227,30,28,0,87,595,71,1,5,5,28,0,1,1,0,2,12.0
5.010384999,1,0,0,0,0,2,13,563735,2,0,958,6163,0,23457,6260,1279,233,1288,63,5,2510,938,205,11,135,124,12,227,30,24,0,78,582,66,1,0,0,28,0,1,0,0,1,12.0
5.010312482,1,0,0,0,0,0,8,603138,4,0,2780,6188,0,23232,3244,460,147,466,189,5,908,276,213,4,98,124,12,229,24,16,0,83,597,65,1,5,5,7,0,1,1,0,2,12.0
5.012163847,1,0,0,0,0,0,8,584779,2,0,463,4311,0,22293,2666,471,78,444,0,4,906,299,21,4,5,30,10,34,21,12,0,9,234,67,1,0,0,59,0,1,0,0,1,10.0
5.010401707,1,0,0,0,0,0,2,585883,5,0,473,4635,0,23058,939,73,8,77,0,5,82,5,207,0,5,125,11,220,20,12,0,75,359,60,1,0,0,3,0,1,0,0,1,14.0
5.010475353,1,5,5,3,2,6,12,338997,330,2,2128,3686,1,16283,3658,2610,2235,2521,126,11,712,212,217,3,7,133,18,1198,28,838,0,14,348,91,1,3,6,4,1,1,1,0,2,4.0
5.010836122,1,5,5,2,1,12,18,363858,334,2,1963,3881,1,16887,5472,2826,2246,2836,0,9,1671,378,223,6,5,133,16,1204,24,841,0,17,389,84,1,0,0,12,0,1,0,0,1,8.0
5.010335613,1,5,5,2,1,0,2,664414,3,2,1975,4983,1,23044,994,60,7,83,0,9,4,7,203,0,6,127,16,218,24,14,0,79,348,72,1,0,0,3,0,1,0,0,1,14.0
5.012824493,1,0,0,0,0,0,13,269957,336,0,2082,4144,0,16816,6387,3211,2261,3297,63,5,2422,833,215,9,44,125,12,1033,34,677,0,17,346,79,1,5,5,24,0,1,1,0,2,7.0
5.009932708,1,0,0,0,0,0,7,608306,3,0,627,6060,0,23192,4190,895,218,905,0,5,1609,699,203,8,135,119,12,225,29,23,0,80,579,69,1,5,5,19,0,1,1,0,2,12.0
5.012711477,1,5,5,2,1,4,111,313198,508,2,2318,4596,1,17005,6614,2924,1873,2957,189,9,2436,896,387,11,44,218,16,827,31,215,0,10,371,78,1,0,0,273,1,1,0,0,1,3.0
5.012212357,1,0,0,0,0,0,8,504406,4,0,2442,4245,0,22130,1890,394,74,358,0,5,661,294,23,3,16,33,11,43,22,20,0,10,230,66,1,5,5,57,0,1,1,0,2,10.0
5.010566675,1,0,0,1,1,0,17,278861,336,0,1959,4320,0,17217,8570,3599,2545,3607,315,7,3275,1066,225,13,45,132,13,1047,39,682,0,21,375,81,1,1,0,29,0,1,2,2,2,7.0
5.013408588,1,5,5,2,1,3,39,310981,337,2,2212,4106,1,17310,8614,3698,2395,3698,189,8,3268,1072,223,13,45,135,14,1219,32,854,0,21,384,90,1,0,0,27,0,1,0,0,1,4.0
5.010632704,1,0,0,0,0,0,12,631914,13,0,699,5531,0,23825,6582,1430,498,1443,126,136,2754,1047,207,15,44,199,10,337,24,76,0,81,556,133,1,0,0,23,0,1,1,1,2,13.0
5.012937778,1,0,0,0,0,1,9,631218,3,0,1174,6460,0,23368,4304,892,218,907,189,5,1625,700,211,7,137,127,11,236,33,27,0,82,606,70,1,5,5,16,0,1,1,0,2,12.0
5.010330576,1,0,0,6,1,2,48,272278,364,5,2247,4505,0,17533,9986,3810,2398,3618,189,11,3710,1337,233,17,50,144,22,1055,42,712,0,18,393,103,1,1,0,30,0,1,2,2,2,5.0
5.010223894,1,5,5,3,2,0,10,584764,4,2,566,5210,1,23378,6224,1295,113,1300,126,134,2507,936,203,11,45,188,16,313,27,72,0,82,550,127,3,1,0,25,1,1,2,2,3,14.0
5.01049542,1,0,0,0,0,0,4,283757,334,0,1868,4091,0,16298,4905,3025,2191,3052,0,5,1643,711,207,7,44,125,11,1024,34,672,0,10,330,67,1,0,0,22,0,1,0,0,1,7.0
5.010346958,1,0,0,1,1,0,6,578019,3,0,2894,4880,0,23451,3388,483,85,494,126,7,913,268,209,4,7,124,14,229,35,20,0,81,385,71,1,6,6,8,0,1,1,0,2,1.0
5.010301134,1,0,0,0,0,0,5,574493,14,0,2899,4808,0,23319,3048,464,86,463,0,4,912,269,215,4,5,127,10,237,21,16,0,84,370,69,1,0,0,7,0,1,0,0,1,1.0
5.009746642,1,0,0,0,0,2,5,605994,16,0,537,4981,0,23551,4605,1035,353,1061,63,5,1849,779,209,11,45,126,11,241,32,31,0,83,392,72,1,0,0,21,0,1,0,0,1,1.0
5.017588168,1,0,0,0,0,0,10,579293,2,0,806,4562,0,22296,2003,394,199,416,63,5,666,297,25,4,17,34,11,46,26,24,0,12,228,68,1,5,5,53,0,1,1,0,2,10.0
5.012219431,1,5,5,2,1,0,6,513496,6,2,370,4483,1,22357,1022,139,65,95,0,9,49,54,27,0,6,35,16,48,31,17,0,13,250,77,1,5,5,56,1,1,1,0,2,10.0
5.010360901,1,0,256,1,1,0,3,581829,3,1,1241,5034,0,23126,3593,471,84,476,0,7,903,261,211,4,6,124,11,229,31,14,0,82,389,74,1,7,6,270,1,1,1,0,2,13.0
5.011137001,1,0,0,0,0,0,5,277309,342,0,2066,3994,0,16140,2189,2162,2030,2157,0,5,31,5,229,0,7,132,12,1040,39,669,0,15,331,77,1,0,0,4,0,1,0,0,1,8.0
5.010268987,1,0,0,0,0,12,15,357235,335,0,2043,3706,0,16409,4046,2694,2261,2691,0,5,912,269,209,4,5,126,12,1202,26,845,0,10,378,80,1,5,5,8,0,1,1,0,2,4.0
5.010593046,1,0,0,0,0,4,69,317217,512,0,2395,4642,0,17086,6807,2972,1640,2984,63,5,2507,953,389,11,45,212,11,838,36,217,0,11,379,73,0,0,0,271,0,0,0,0,0,8.0
5.010604823,1,0,0,0,0,0,11,271022,341,0,2033,4101,0,16830,5592,2695,2171,2697,126,5,1661,380,227,6,6,135,12,1030,36,662,0,18,349,72,1,0,0,13,0,1,0,0,1,6.0
5.013242096,1,9,427,2,1,0,21,618400,102,56,2442,6290,1,24579,9985,1844,279,1842,126,9,3777,1184,337,23,5,254,15,497,87,14,17,118,578,77,1,0,0,491,5,1,0,0,1,11.0
5.012288653,1,0,0,0,0,0,8,575002,3,0,534,4740,0,23506,3679,697,212,418,0,5,1524,506,211,5,16,127,11,230,22,24,0,85,388,62,1,0,0,5,0,1,0,0,1,13.0
5.011016031,1,5,5,3,2,0,16,612382,6,2,873,4843,1,23701,6352,2787,1684,2791,1386,11,2569,2425,209,11,46,130,16,234,33,27,0,80,403,83,3,1,0,31,1,1,2,2,3,1.0
5.010731667,1,0,0,0,0,0,7,271990,343,0,2077,3941,0,16488,3468,2320,2094,2319,0,5,795,124,229,3,6,135,12,941,35,570,0,18,335,73,1,0,0,4,0,1,0,0,1,5.0
5.011377497,1,0,0,0,0,0,118,269069,516,0,2477,5003,0,17149,6924,3143,1948,3144,126,5,2574,994,399,12,46,217,12,849,40,221,0,12,372,78,1,0,0,272,0,1,0,0,1,2.0
5.010251748,1,0,0,0,0,0,8,282421,340,0,523,4225,0,16702,5375,2652,2170,2648,0,4,1673,398,225,6,5,128,9,1027,26,657,0,17,332,66,1,0,0,12,0,1,0,0,1,6.0
5.010740456,1,0,0,0,0,0,2,608694,2,0,555,5575,0,22529,2881,251,141,251,63,5,784,119,203,2,5,119,12,217,27,17,0,83,419,70,1,0,0,7,0,1,0,0,1,14.0
5.01021447,1,5,5,2,1,0,4,588596,2,2,569,6082,1,19297,1785,78,7,85,0,8,26,5,183,0,6,115,13,197,24,15,0,75,542,69,1,0,0,2,0,1,0,0,1,13.0
5.011322744,1,5,5,3,2,0,66,307777,506,2,2643,4718,1,17474,7069,2709,1827,2970,378,11,2500,694,391,10,33,217,16,827,31,209,0,17,375,85,3,1,0,275,1,1,2,2,3,3.0
5.015787145,1,0,0,0,0,4,68,298863,509,0,2478,4696,0,17318,6188,2745,1696,2752,63,5,2389,823,393,9,44,218,12,837,32,217,0,17,383,74,1,0,0,271,0,1,0,0,1,3.0
5.010595487,1,0,0,0,0,0,33,279332,341,0,2047,4109,0,16159,4631,2948,2241,2944,0,5,1648,697,219,7,44,131,12,942,27,577,0,10,339,70,1,0,0,16,0,1,0,0,1,5.0
5.010641798,1,7,7,2,1,0,6,645889,2,2,493,5226,1,23332,3304,472,84,472,0,8,918,259,211,4,6,129,14,227,31,17,0,82,382,72,1,0,0,8,0,1,0,0,1,13.0
5.011285618,1,0,0,0,0,0,51,281227,505,0,2313,4843,0,17053,6892,3069,1997,3065,189,5,2548,947,387,11,44,215,12,828,40,218,0,10,371,77,1,0,0,271,0,1,0,0,1,2.0
5.010219538,1,5,5,2,1,0,5,582055,2,2,2915,6227,1,23070,4047,890,155,900,126,9,1631,701,203,7,136,123,15,221,22,20,0,78,587,73,1,0,0,21,1,1,0,0,1,12.0
5.010579663,1,5,5,3,2,0,1,584516,19,2,533,4606,1,23471,1805,249,22,249,0,102,289,107,209,4,5,179,14,317,28,71,0,79,492,114,1,6,6,5,1,1,1,0,2,1.0
5.013540714,1,5,5,2,1,12,17,354977,337,2,2061,3912,1,16451,4160,2698,2239,2759,126,8,951,271,215,5,6,127,14,1204,30,839,0,13,374,86,1,0,0,9,0,1,0,0,1,4.0
5.010690008,1,0,0,0,0,0,9,284851,341,0,672,4209,0,16479,3647,2388,2165,2567,63,5,951,212,231,3,6,137,11,965,35,596,0,15,350,89,1,0,0,20,3,1,0,0,1,5.0
5.010738446,1,0,0,0,0,0,4,288435,344,0,464,4114,0,16168,3778,2447,2154,2491,126,5,946,268,227,4,5,131,12,1037,26,664,0,15,329,70,1,5,5,10,0,1,1,0,2,6.0
5.011935762,1,0,0,0,0,0,22,598666,12,0,2981,5302,0,23505,8072,1609,317,1638,0,135,3500,1181,203,17,44,193,11,326,24,80,0,83,576,122,1,0,0,28,0,1,1,1,2,13.0
5.01076612,1,0,0,0,0,4,117,309460,514,0,2516,4757,0,17293,7151,2985,1751,2999,126,5,2524,960,399,11,46,221,12,851,48,220,0,14,389,73,1,5,5,279,0,1,1,0,2,3.0
5.010708004,1,0,0,0,0,0,3,649654,4,0,2491,5909,0,19801,3400,379,19,719,63,5,774,233,185,4,23,110,11,199,23,13,0,73,548,65,1,0,0,10,0,1,0,0,1,9.0
5.010198588,1,0,0,0,0,0,7,637976,8,0,1846,6690,0,23682,5524,1049,225,1058,126,5,2376,803,213,9,136,128,11,233,22,26,0,84,604,71,1,0,0,22,0,1,0,0,1,12.0
5.010343829,1,5,5,2,1,2,8,632508,3,2,525,6447,1,23226,4209,906,218,916,63,9,1615,697,201,7,135,122,15,223,29,23,0,82,590,78,1,0,0,21,1,1,0,0,1,12.0
5.010718993,1,0,0,0,0,0,10,278954,342,0,2039,3935,0,16064,3254,2646,2096,2345,0,5,855,429,227,3,17,135,11,945,38,577,0,13,331,76,1,0,0,5,0,1,0,0,1,8.0
5.010241628,1,9,400,2,1,0,30,596951,82,53,2837,5942,1,22961,10811,2338,540,2322,126,9,4752,1656,265,27,45,197,15,382,83,22,19,89,535,87,1,0,0,466,5,1,0,0,1,11.0
5.010586264,1,0,0,0,0,0,3,588765,10,0,550,6269,0,23320,3776,614,93,608,0,5,1160,349,205,8,98,120,12,226,24,19,0,81,585,66,1,5,5,8,0,1,1,0,2,12.0
5.011674804,1,5,5,3,2,0,27,272593,338,2,614,4116,1,16218,4738,2933,2177,2927,63,11,1652,695,217,7,44,130,15,1030,27,669,0,10,336,87,3,1,0,22,1,1,2,2,3,6.0
5.010800826,1,0,0,0,0,0,34,284911,341,0,2098,4250,0,17093,8304,3568,2481,3574,0,5,3253,1069,229,13,44,132,12,1046,29,677,0,19,356,72,1,0,0,27,0,1,0,0,1,8.0
5.013008107,1,0,0,1,1,0,22,601540,12,0,2106,5116,0,23373,4665,1044,157,640,0,7,1899,762,227,7,18,137,13,249,25,36,4,93,385,75,1,6,6,10,0,1,1,0,2,14.0
5.011416137,1,0,0,0,0,0,2,584402,3,0,430,4443,0,22137,1819,364,73,340,0,5,606,264,21,3,16,28,11,40,22,20,0,10,224,67,1,5,5,53,0,1,1,0,2,10.0
5.01054362,1,0,0,0,0,0,11,614560,3,0,2807,5194,0,23715,6201,1286,170,1293,189,5,2529,935,207,11,45,121,11,231,33,26,0,80,391,69,1,0,0,26,0,1,0,0,1,1.0
5.010768197,1,9,427,2,1,0,22,637163,81,57,1516,6273,1,24240,10513,2180,279,2275,252,9,4355,1519,291,24,44,205,16,397,71,21,14,94,553,79,2,0,0,500,5,1,0,0,1,11.0
5.010518802,1,9,418,2,1,0,18,612842,83,55,2604,6359,1,23817,8043,1529,392,1540,189,9,3176,1003,275,20,5,206,15,386,86,13,19,89,574,84,1,0,0,472,5,1,0,0,1,11.0
5.012880296,1,0,0,0,0,0,6,574256,4,0,2919,4928,0,23398,4136,905,283,908,0,5,1649,691,209,7,45,126,12,231,32,25,0,79,383,67,1,0,0,23,0,1,0,0,1,1.0
5.010762582,1,0,0,0,0,0,7,571433,2,0,1815,4970,0,23325,3017,452,147,457,0,5,917,261,211,4,5,123,12,223,21,12,0,80,363,60,1,0,0,8,0,1,0,0,1,1.0
5.010357064,1,5,5,2,1,0,0,585311,2,2,2964,6137,1,23401,2617,241,141,243,126,9,780,135,211,2,97,131,16,222,20,14,0,90,601,76,1,0,0,5,0,1,0,0,1,12.0
5.010660915,1,0,0,0,0,0,40,265404,512,0,2414,4698,0,16676,3839,2227,1722,2238,0,5,928,263,397,4,6,216,11,836,32,207,0,13,342,77,1,0,0,257,0,1,0,0,1,2.0
5.013780127,1,0,0,0,0,0,4,562898,3,0,469,4645,0,22276,2008,398,137,415,126,5,670,293,27,5,17,31,11,50,26,25,0,13,230,67,1,0,0,55,0,1,0,0,1,10.0
5.010093976,1,0,0,1,1,4,72,311593,502,0,2464,4596,0,16930,6604,2900,1812,2936,378,7,2482,936,389,11,44,214,13,824,31,212,0,11,377,82,1,3,6,267,0,1,1,0,2,3.0
5.012781857,1,0,0,0,0,1,12,581145,4,0,501,4833,0,23516,5981,1284,422,1289,252,5,2501,938,207,11,45,125,11,232,26,26,0,81,384,66,1,0,0,25,0,1,0,0,1,14.0
5.014018909,1,0,0,0,0,0,42,274748,341,0,2117,3991,0,16262,4840,2935,2225,3018,63,5,1670,717,221,7,44,132,12,944,34,582,0,11,340,78,1,5,5,23,0,1,1,0,2,5.0
5.010397121,1,5,5,3,2,0,7,602100,2,2,583,6039,1,20483,5544,638,27,639,0,10,1659,375,185,6,6,112,13,201,31,20,0,80,559,77,3,1,0,12,1,1,2,2,3,9.0
5.010431917,1,5,5,2,1,0,6,642837,3,2,2527,5791,1,19699,2189,168,73,353,189,9,285,90,177,1,5,110,16,203,20,33,0,70,569,95,1,5,5,17,4,1,1,0,2,9.0
